run,host,dev,tx_bytes,rx_bytes
p1_l8_pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,3628644,552401860
p1_l8_pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,19643744,669304584
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,2411960,22092
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,708016988,26179548
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,22088,2411960
p1_l8_pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,26179548,708016988
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,22860940,65692
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,32893416,1051728
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,65688,22860940
p1_l8_pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,1051728,32893416
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,2334776,11840
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,25532108,859564
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,11840,2334776
p1_l8_pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,859564,25532108
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,1073508,11092
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,243670992,38608408
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1088172,1088108
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,258596332,258596332
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,1081800,1081800
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,248146904,247065560
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,4720,1067200
p1_l8_pp4_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,27077636,233221564
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,552360388,3587172
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,680411524,29505624
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,555938720,555938720
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,691605332,691605208
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,555766280,555766280
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,681733592,682978900
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,3414728,552187948
p1_l8_pp4_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,20879196,670539912
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,2147932,24860
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,737182072,55943448
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,2173052,2173052
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,760226020,760226020
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,2163172,2163172
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,742486816,741699904
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,14980,2138052
p1_l8_pp4_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,37417328,719442864
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,22853724,58408
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,33114892,1307120
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,22919544,22919544
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,33785180,33785120
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,22926696,22926824
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,33571124,33537332
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,65692,22860880
p1_l8_pp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,1059268,32900892
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,2404332,15704
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,27594232,1584092
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,2419904,2419840
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,28276204,28276204
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,2421664,2421724
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,27791980,27774844
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,17520,2406152
p1_l8_pp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,1082732,27110012
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp1_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp1_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,949823820,949823632
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,15417785764,15417786384
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,949823632,949823820
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,15417786384,15417785764
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,28006929444,28005949780
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,32925258292,32924400828
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,28005949780,28006929444
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,32924400828,32925258288
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,21508515552,21508842108
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,26394578560,26394907224
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,21508842108,21508515552
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,26394907224,26394578564
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,837048592,836978348
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,1276196976,1276120656
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,836978348,837048592
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,1276120656,1276196976
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,787161272,787178380
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,939920828,939943644
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,787178384,787161272
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,939943644,939920832
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_l8_tp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,56002024,55468428
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,7506218352,7404053664
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,55999868,55471104
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,7506202856,7404039840
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,903140644,903671700
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,8299123556,8401289048
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,903140784,903672084
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,8299110540,8401272748
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,11896221564,11894083744
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,16180479540,15586408592
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,11896745220,11893570948
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,16181081284,15585949204
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,16447415748,16451351256
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,20249370296,20845553896
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,16448700640,16450077220
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,20251023556,20844042988
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,14380968176,14380050792
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,17295512560,16853449896
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,14380980192,14380040860
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,17295631868,16853556864
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,16982767176,16984014464
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,19567495396,20009898196
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,16983087140,16983696576
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,19567942496,20009677368
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,423256196,411860396
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,651145468,635239092
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,423245152,411855304
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,651226808,635338292
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,439142956,450497404
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,663458304,679331012
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,439096512,450527716
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,663523836,679446020
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,356725088,355759664
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,519150444,506686216
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,356720452,355762220
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,519187156,506710960
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,437666180,438635384
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,591236260,603716920
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,437672520,438626968
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,591277440,603737200
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,1792665684,1792665684
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,25291405964,25290884976
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1788277864,1788277864
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,25201170688,25201076264
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,1786898896,1786899020
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,25264503916,25264521652
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,1791286844,1791286720
p1_l8_tp4_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,25354235940,25354833620
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,50911678204,50911826880
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,58893246680,58893289396
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,50735028568,50735222568
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,58695447380,58695105268
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,50784533872,50784186612
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,58750905892,58750895600
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,50960984924,50960989512
p1_l8_tp4_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,58948737616,58949047304
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,33148968108,33148976724
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,41080347880,41080141980
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,33113014432,33113008292
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,41018961516,41018906148
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,33142931616,33142927836
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,41072433172,41072457164
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,33178890128,33178891428
p1_l8_tp4_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,41133637628,41133874904
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,1336959428,1336929980
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,2049432336,2049391356
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,1336180780,1336352584
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,2047166552,2047278520
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,1336773204,1336768240
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,2049087436,2049133316
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,1337517436,1337380048
p1_l8_tp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,2051358120,2051241252
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,1278943640,1278943516
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,1530097068,1530087832
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,1276954784,1276954844
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,1527682116,1527679204
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,1278177748,1278176944
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,1529368348,1529370024
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,1280165680,1280166544
p1_l8_tp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,1531775736,1531786212
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1772,532888
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,20871288,122494624
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,532888,1772
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,122494624,20871292
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,16480,2406824
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,14074768,593062628
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,2406824,16480
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,593062624,14074768
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,9308,937920
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,14465936,321186640
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,937916,9308
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,321186644,14465936
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,108640,11501960
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,791564,15933136
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,11501964,108640
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,15933136,791564
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
