run,host,dev,tx_bytes,rx_bytes
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,7840,1070320
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,501980,11345240
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,1070320,7840
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,11345244,501976
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,533020,1900
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,128745076,27468684
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1772,532952
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,20492816,122310932
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,534984,534920
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,141841876,141841876
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,534852,534852
p1_q30_pp4_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,135407732,134866004
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,2414300,24020
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,597463196,17409744
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,23500,2413844
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,13982328,593814160
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,2437992,2437932
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,607314056,607314056
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,2437476,2437476
p1_q30_pp4_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,603665020,603886636
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,1070840,8360
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,325847460,19219480
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,8228,1070708
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,14527248,321319828
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,1078940,1078940
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,335171208,335171212
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,1078808,1078808
p1_q30_pp4_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,330643580,330478980
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,11502612,109292
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,16375860,1057460
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,102660,11495920
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,828436,16164732
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,11605464,11605404
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,16872140,16872200
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,11598708,11598832
p1_q30_pp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,16661072,16643120
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,704124,8140
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,12464476,676692
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,8012,703996
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,546144,12339676
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,712264,712264
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,12800408,12800408
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,712136,712136
p1_q30_pp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,12675604,12669856
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp1_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp1_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,1058197940,1058201660
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,12739593956,12739596804
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1058201660,1058197940
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,12739596808,12739593956
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,22927321160,22927596564
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,26934369388,26934831596
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,22927596564,22927321160
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,26934831600,26934369388
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,17136489336,17136675024
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,21166165504,21166346360
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,17136675028,17136489336
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,21166346356,21166165504
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,631045676,630934384
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,985268664,985159608
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,630934384,631045672
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,985159604,985268664
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,614863616,614868948
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,741614352,741618320
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,614868948,614863616
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,741618324,741614352
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1050854988,1050853188
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,12657956880,12657959360
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,1050853188,1050854988
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,12657959360,12657956880
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,22870103792,22870637984
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,26855236220,26855976064
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,22870637984,22870103792
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,26855976068,26855236220
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,17096113560,17096288772
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,21096292732,21096480408
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,17096288772,17096113560
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,21096480404,21096292732
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,630331064,630267020
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,982307292,982270404
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,630267016,630331064
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,982270400,982307292
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,612418032,612416976
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,737454772,737456384
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,612416980,612418032
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,737456384,737454772
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,56019528,55757692
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,5985173084,5934831324
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1003341340,1003605472
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,6980887920,7031231600
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,56023248,55753972
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,5984889840,5934543744
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,1003339916,1003606900
p1_q30_tp2pp2_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,6981173080,7031517260
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,8865221116,8864034360
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,11110824704,10821692232
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,14326146652,14327986512
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,16435975356,16725962188
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,8865228912,8864026164
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,11110599748,10821459528
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,14326791960,14327341600
p1_q30_tp2pp2_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,16437054676,16725340536
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,7162298832,7162300012
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,9288958356,9135898224
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,10056863584,10057115428
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,12182255656,12335620148
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,7162300012,7162298832
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,9288707384,9135646876
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,10057115428,10056863584
p1_q30_tp2pp2_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,12182810988,12335567136
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,309654972,303948452
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,488951664,481393716
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,333062620,338845960
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,514345764,521987656
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,309643920,303958724
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,488981008,481429756
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,333150492,338758868
p1_q30_tp2pp2_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,514400364,521867668
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,267207012,267206392
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,335049300,329079524
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,356860304,356870100
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,423825012,429804524
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,267206392,267207012
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,335048660,329081860
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,356870096,356860304
p1_q30_tp2pp2_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,423835388,429792452
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,56098484,55834104
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,6006508976,5956164552
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1001075784,1001342580
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,6974102276,7024442852
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,56099664,55832928
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,6005743496,5955400004
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,1001077024,1001341340
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,6974863908,7025211244
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,8864936220,8863743392
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,11127546776,10838413932
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,14325853264,14328039704
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,16433306052,16723734200
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,8864938336,8863741536
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,11127269516,10838129788
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,14326844764,14327047948
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,16434878616,16722723036
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,7183911360,7183912040
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,9317256164,9164197516
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,10059901568,10060074240
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,12182751044,12335998608
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,7183912040,7183911360
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,9317014608,9163952364
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,10060074236,10059901568
p1_q30_tp2pp2_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,12183181516,12336054848
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,309683776,304000564
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,489370468,481820644
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,333185280,338877232
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,514356380,521897088
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,309690660,303982712
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,489394152,481834660
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,333187136,338886344
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,514323580,521892188
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,264460572,264462620
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,331880564,325949900
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,353931992,353938812
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,420308816,426242888
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,264462616,264460572
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,331875020,325943488
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,353938812,353931992
p1_q30_tp2pp2_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,420317772,426245892
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,1971731168,1971734644
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,22207835444,22207742008
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1975757528,1975755608
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,22220656892,22221200384
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,1976296304,1976294936
