run,collective,nodes,mode,rep,transport,size,time_us,algbw,busbw
nccl_all_reduce_perf_np4_dual_rep3,all_reduce,4,dual,3,IB,268435456,18858.9,14.23,21.35
nccl_all_reduce_perf_np4_dual_rep3,all_reduce,4,dual,3,IB,536870912,40220.4,13.35,20.02
nccl_all_reduce_perf_np4_dual_rep3,all_reduce,4,dual,3,IB,1073741824,69390.4,15.47,23.21
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,1024,35.53,0.03,0.04
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,2048,47.5,0.04,0.06
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,4096,44.08,0.09,0.14
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,8192,44.95,0.18,0.27
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,16384,52.24,0.31,0.47
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,32768,63.95,0.51,0.77
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,65536,70.85,0.92,1.39
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,131072,117.41,1.12,1.67
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,262144,167.79,1.56,2.34
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,524288,543.76,0.96,1.45
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,1048576,1142.97,0.92,1.38
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,2097152,1278.45,1.64,2.46
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,4194304,1122.64,3.74,5.6
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,8388608,1295.34,6.48,9.71
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,16777216,2096.29,8.0,12.0
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,33554432,4143.44,8.1,12.15
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,67108864,8235.31,8.15,12.22
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,134217728,16864.3,7.96,11.94
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,268435456,34304.4,7.83,11.74
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,536870912,69945.4,7.68,11.51
nccl_all_reduce_perf_np4_single_rep1,all_reduce,4,single,1,IB,1073741824,128123.0,8.38,12.57
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,1024,39.01,0.03,0.04
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,2048,46.72,0.04,0.07
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,4096,45.31,0.09,0.14
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,8192,48.57,0.17,0.25
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,16384,53.31,0.31,0.46
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,32768,53.69,0.61,0.92
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,65536,66.06,0.99,1.49
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,131072,117.07,1.12,1.68
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,262144,162.75,1.61,2.42
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,524288,557.06,0.94,1.41
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,1048576,1170.14,0.9,1.34
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,2097152,1259.24,1.67,2.5
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,4194304,1100.99,3.81,5.71
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,8388608,1282.1,6.54,9.81
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,16777216,2150.91,7.8,11.7
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,33554432,4512.14,7.44,11.15
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,67108864,8563.25,7.84,11.76
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,134217728,17394.8,7.72,11.57
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,268435456,35209.4,7.62,11.44
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,536870912,71935.2,7.46,11.19
nccl_all_reduce_perf_np4_single_rep2,all_reduce,4,single,2,IB,1073741824,133693.0,8.03,12.05
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,1024,38.23,0.03,0.04
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,2048,48.7,0.04,0.06
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,4096,52.24,0.08,0.12
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,8192,47.6,0.17,0.26
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,16384,53.81,0.3,0.46
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,32768,54.94,0.6,0.89
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,65536,65.38,1.0,1.5
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,131072,117.91,1.11,1.67
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,262144,167.92,1.56,2.34
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,524288,547.72,0.96,1.44
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,1048576,1230.3,0.85,1.28
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,2097152,1336.7,1.57,2.35
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,4194304,1126.53,3.72,5.58
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,8388608,1308.72,6.41,9.61
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,16777216,2149.55,7.8,11.71
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,33554432,4410.32,7.61,11.41
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,67108864,8601.08,7.8,11.7
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,134217728,17565.9,7.64,11.46
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,268435456,35140.5,7.64,11.46
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,536870912,71634.1,7.49,11.24
nccl_all_reduce_perf_np4_single_rep3,all_reduce,4,single,3,IB,1073741824,132928.0,8.08,12.12
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,1024,995.55,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,2048,996.55,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,4096,905.36,0.0,0.01
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,8192,881.03,0.01,0.01
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,16384,1016.5,0.02,0.02
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,32768,1189.58,0.03,0.04
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,65536,1686.73,0.04,0.06
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,131072,2060.9,0.06,0.1
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,262144,2071.29,0.13,0.19
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,524288,3922.92,0.13,0.2
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,1048576,7360.81,0.14,0.21
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,2097152,9918.84,0.21,0.32
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,4194304,8015.58,0.52,0.78
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,8388608,10869.7,0.77,1.16
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,16777216,16993.3,0.99,1.48
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,33554432,31629.9,1.06,1.59
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,67108864,57889.4,1.16,1.74
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,134217728,109486.0,1.23,1.84
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,268435456,212013.0,1.27,1.9
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,536870912,415473.0,1.29,1.94
nccl_all_reduce_perf_np4_tcp_rep1,all_reduce,4,tcp,1,Socket,1073741824,835140.0,1.29,1.93
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,1024,987.91,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,2048,1052.11,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,4096,1100.83,0.0,0.01
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,8192,1138.46,0.01,0.01
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,16384,1091.97,0.02,0.02
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,32768,1299.64,0.03,0.04
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,65536,1403.8,0.05,0.07
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,131072,2319.14,0.06,0.08
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,262144,2658.52,0.1,0.15
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,524288,4233.37,0.12,0.19
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,1048576,8118.56,0.13,0.19
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,2097152,9970.48,0.21,0.32
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,4194304,8109.79,0.52,0.78
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,8388608,11108.0,0.76,1.13
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,16777216,17407.5,0.96,1.45
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,33554432,32261.4,1.04,1.56
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,67108864,58829.0,1.14,1.71
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,134217728,111783.0,1.2,1.8
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,268435456,216529.0,1.24,1.86
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,536870912,420279.0,1.28,1.92
nccl_all_reduce_perf_np4_tcp_rep2,all_reduce,4,tcp,2,Socket,1073741824,824665.0,1.3,1.95
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,1024,676.99,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,2048,728.06,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,4096,1313.84,0.0,0.0
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,8192,1277.56,0.01,0.01
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,16384,1351.11,0.01,0.02
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,32768,1768.22,0.02,0.03
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,65536,1445.52,0.05,0.07
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,131072,1938.74,0.07,0.1
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,262144,2144.34,0.12,0.18
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,524288,3701.3,0.14,0.21
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,1048576,7433.95,0.14,0.21
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,2097152,9431.62,0.22,0.33
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,4194304,8052.71,0.52,0.78
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,8388608,10923.0,0.77,1.15
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,16777216,17063.4,0.98,1.47
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,33554432,31452.1,1.07,1.6
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,67108864,57815.9,1.16,1.74
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,134217728,110340.0,1.22,1.82
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,268435456,214204.0,1.25,1.88
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,536870912,419733.0,1.28,1.92
nccl_all_reduce_perf_np4_tcp_rep3,all_reduce,4,tcp,3,Socket,1073741824,855630.0,1.25,1.88
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,1024,25.59,0.04,0.02
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,2048,34.77,0.06,0.03
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,4096,26.2,0.16,0.08
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,8192,31.96,0.26,0.13
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,16384,29.8,0.55,0.27
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,32768,36.2,0.91,0.45
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,65536,32.13,2.04,1.02
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,131072,34.94,3.75,1.88
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,262144,47.69,5.5,2.75
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,524288,49.03,10.69,5.35
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,1048576,87.8,11.94,5.97
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,2097152,110.14,19.04,9.52
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,4194304,161.96,25.9,12.95
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,8388608,267.88,31.31,15.66
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,16777216,481.12,34.87,17.44
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,33554432,865.9,38.75,19.38
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,67108864,1665.89,40.28,20.14
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,134217728,3275.95,40.97,20.49
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,268435456,6532.62,41.09,20.55
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,536870912,13152.5,40.82,20.41
nccl_alltoall_perf_np2_dual_rep1,alltoall,2,dual,1,IB,1073741824,25783.9,41.64,20.82
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,1024,29.91,0.03,0.02
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,2048,27.42,0.07,0.04
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,4096,26.8,0.15,0.08
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,8192,28.6,0.29,0.14
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,16384,29.06,0.56,0.28
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,32768,31.43,1.04,0.52
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,65536,34.64,1.89,0.95
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,131072,34.73,3.77,1.89
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,262144,47.03,5.57,2.79
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,524288,50.88,10.3,5.15
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,1048576,81.97,12.79,6.4
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,2097152,107.74,19.46,9.73
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,4194304,167.24,25.08,12.54
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,8388608,259.28,32.35,16.18
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,16777216,472.92,35.48,17.74
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,33554432,878.16,38.21,19.11
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,67108864,1665.02,40.31,20.15
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,134217728,3259.4,41.18,20.59
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,268435456,6448.38,41.63,20.81
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,536870912,12911.5,41.58,20.79
nccl_alltoall_perf_np2_dual_rep2,alltoall,2,dual,2,IB,1073741824,26131.1,41.09,20.55
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,1024,29.97,0.03,0.02
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,2048,40.39,0.05,0.03
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,4096,27.2,0.15,0.08
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,8192,30.92,0.26,0.13
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,16384,27.51,0.6,0.3
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,32768,38.26,0.86,0.43
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,65536,31.37,2.09,1.04
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,131072,36.61,3.58,1.79
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,262144,55.49,4.72,2.36
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,524288,50.28,10.43,5.21
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,1048576,71.73,14.62,7.31
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,2097152,100.11,20.95,10.47
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,4194304,166.27,25.23,12.61
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,8388608,265.93,31.54,15.77
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,16777216,481.95,34.81,17.41
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,33554432,896.14,37.44,18.72
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,67108864,1700.38,39.47,19.73
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,134217728,3314.4,40.5,20.25
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,268435456,6578.29,40.81,20.4
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,536870912,12951.3,41.45,20.73
nccl_alltoall_perf_np2_dual_rep3,alltoall,2,dual,3,IB,1073741824,25814.2,41.6,20.8
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,1024,27.16,0.04,0.02
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,2048,34.67,0.06,0.03
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,4096,28.16,0.15,0.07
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,8192,30.49,0.27,0.13
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,16384,28.86,0.57,0.28
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,32768,37.54,0.87,0.44
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,65536,32.63,2.01,1.0
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,131072,35.05,3.74,1.87
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,262144,49.84,5.26,2.63
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,524288,62.13,8.44,4.22
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,1048576,86.11,12.18,6.09
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,2097152,136.4,15.37,7.69
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,4194304,229.3,18.29,9.15
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,8388608,404.13,20.76,10.38
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,16777216,744.3,22.54,11.27
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,33554432,1447.99,23.17,11.59
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,67108864,2812.33,23.86,11.93
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,134217728,5570.0,24.1,12.05
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,268435456,11131.9,24.11,12.06
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,536870912,22406.7,23.96,11.98
nccl_alltoall_perf_np2_single_rep1,alltoall,2,single,1,IB,1073741824,44259.0,24.26,12.13
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,1024,27.16,0.04,0.02
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,2048,34.87,0.06,0.03
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,4096,25.84,0.16,0.08
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,8192,29.22,0.28,0.14
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,16384,27.49,0.6,0.3
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,32768,32.39,1.01,0.51
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,65536,36.59,1.79,0.9
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,131072,36.66,3.58,1.79
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,262144,50.17,5.22,2.61
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,524288,62.39,8.4,4.2
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,1048576,87.66,11.96,5.98
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,2097152,147.15,14.25,7.13
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,4194304,226.11,18.55,9.28
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,8388608,409.8,20.47,10.23
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,16777216,753.35,22.27,11.14
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,33554432,1442.41,23.26,11.63
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,67108864,2833.63,23.68,11.84
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,134217728,5589.16,24.01,12.01
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,268435456,11079.7,24.23,12.11
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,536870912,22057.9,24.34,12.17
nccl_alltoall_perf_np2_single_rep2,alltoall,2,single,2,IB,1073741824,44568.6,24.09,12.05
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,1024,25.78,0.04,0.02
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,2048,33.42,0.06,0.03
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,4096,25.61,0.16,0.08
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,8192,26.16,0.31,0.16
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,16384,27.2,0.6,0.3
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,32768,28.28,1.16,0.58
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,65536,31.26,2.1,1.05
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,131072,43.6,3.01,1.5
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,262144,57.81,4.53,2.27
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,524288,62.15,8.44,4.22
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,1048576,88.11,11.9,5.95
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,2097152,139.89,14.99,7.5
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,4194304,231.23,18.14,9.07
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,8388608,400.11,20.97,10.48
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,16777216,749.26,22.39,11.2
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,33554432,1442.07,23.27,11.63
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,67108864,2817.55,23.82,11.91
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,134217728,5569.34,24.1,12.05
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,268435456,11086.5,24.21,12.11
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,536870912,22291.6,24.08,12.04
nccl_alltoall_perf_np2_single_rep3,alltoall,2,single,3,IB,1073741824,44051.2,24.37,12.19
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,1024,114.47,0.01,0.0
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,2048,276.93,0.01,0.0
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,4096,321.62,0.01,0.01
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,8192,309.92,0.03,0.01
