run,collective,nodes,mode,rep,transport,size,time_us,algbw,busbw
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,16384,189.13,0.09,0.04
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,32768,304.07,0.11,0.05
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,65536,323.04,0.2,0.1
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,131072,368.48,0.36,0.18
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,262144,317.18,0.83,0.41
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,524288,527.43,0.99,0.5
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,1048576,708.13,1.48,0.74
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,2097152,903.94,2.32,1.16
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,4194304,1355.98,3.09,1.55
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,8388608,2268.82,3.7,1.85
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,16777216,4370.87,3.84,1.92
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,33554432,8567.18,3.92,1.96
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,67108864,16629.7,4.04,2.02
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,134217728,33193.3,4.04,2.02
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,268435456,66470.2,4.04,2.02
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,536870912,129866.0,4.13,2.07
nccl_alltoall_perf_np2_tcp_rep1,alltoall,2,tcp,1,Socket,1073741824,259098.0,4.14,2.07
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,1024,252.55,0.0,0.0
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,2048,272.84,0.01,0.0
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,4096,247.62,0.02,0.01
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,8192,253.53,0.03,0.02
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,16384,145.3,0.11,0.06
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,32768,259.72,0.13,0.06
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,65536,268.02,0.24,0.12
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,131072,228.22,0.57,0.29
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,262144,287.6,0.91,0.46
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,524288,324.1,1.62,0.81
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,1048576,446.79,2.35,1.17
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,2097152,783.76,2.68,1.34
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,4194304,1277.34,3.28,1.64
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,8388608,2256.2,3.72,1.86
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,16777216,4443.61,3.78,1.89
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,33554432,8648.5,3.88,1.94
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,67108864,17473.2,3.84,1.92
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,134217728,33664.7,3.99,1.99
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,268435456,69431.6,3.87,1.93
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,536870912,132461.0,4.05,2.03
nccl_alltoall_perf_np2_tcp_rep2,alltoall,2,tcp,2,Socket,1073741824,267263.0,4.02,2.01
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,1024,144.75,0.01,0.0
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,2048,151.67,0.01,0.01
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,4096,140.72,0.03,0.01
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,8192,146.61,0.06,0.03
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,16384,140.74,0.12,0.06
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,32768,145.98,0.22,0.11
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,65536,154.81,0.42,0.21
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,131072,191.3,0.69,0.34
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,262144,239.98,1.09,0.55
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,524288,299.23,1.75,0.88
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,1048576,455.09,2.3,1.15
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,2097152,791.26,2.65,1.33
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,4194304,1324.57,3.17,1.58
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,8388608,2312.09,3.63,1.81
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,16777216,4619.76,3.63,1.82
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,33554432,8724.43,3.85,1.92
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,67108864,16923.9,3.97,1.98
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,134217728,33934.6,3.96,1.98
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,268435456,69598.9,3.86,1.93
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,536870912,137036.0,3.92,1.96
nccl_alltoall_perf_np2_tcp_rep3,alltoall,2,tcp,3,Socket,1073741824,274118.0,3.92,1.96
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,1024,23.49,0.04,0.03
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,2048,27.85,0.07,0.06
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,4096,24.71,0.17,0.12
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,8192,25.63,0.32,0.24
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,16384,34.02,0.48,0.36
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,32768,27.31,1.2,0.9
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,65536,24.52,2.67,2.0
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,131072,41.64,3.15,2.36
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,262144,47.36,5.54,4.15
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,524288,74.32,7.05,5.29
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,1048576,80.4,13.04,9.78
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,2097152,128.15,16.36,12.27
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,4194304,213.02,19.69,14.77
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,8388608,363.04,23.11,17.33
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,16777216,629.23,26.66,20.0
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,33554432,1178.89,28.46,21.35
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,67108864,2274.47,29.51,22.13
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,134217728,4575.13,29.34,22.0
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,268435456,8966.22,29.94,22.45
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,536870912,17753.5,30.24,22.68
nccl_alltoall_perf_np4_dual_rep1,alltoall,4,dual,1,IB,1073741824,35751.0,30.03,22.53
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,1024,30.17,0.03,0.03
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,2048,32.34,0.06,0.05
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,4096,22.56,0.18,0.14
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,8192,23.94,0.34,0.26
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,16384,25.14,0.65,0.49
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,32768,26.98,1.21,0.91
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,65536,29.93,2.19,1.64
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,131072,32.59,4.02,3.02
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,262144,54.55,4.81,3.6
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,524288,73.15,7.17,5.38
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,1048576,90.86,11.54,8.66
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,2097152,130.66,16.05,12.04
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,4194304,192.38,21.8,16.35
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,8388608,352.01,23.83,17.87
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,16777216,666.82,25.16,18.87
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,33554432,1160.14,28.92,21.69
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,67108864,2256.82,29.74,22.3
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,134217728,4480.19,29.96,22.47
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,268435456,8942.17,30.02,22.51
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,536870912,17838.3,30.1,22.57
nccl_alltoall_perf_np4_dual_rep2,alltoall,4,dual,2,IB,1073741824,35779.7,30.01,22.51
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,1024,24.33,0.04,0.03
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,2048,30.01,0.07,0.05
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,4096,29.41,0.14,0.1
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,8192,22.58,0.36,0.27
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,16384,22.84,0.72,0.54
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,32768,32.05,1.02,0.77
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,65536,36.84,1.78,1.33
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,131072,38.86,3.37,2.53
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,262144,53.79,4.87,3.66
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,524288,73.44,7.14,5.35
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,1048576,88.64,11.83,8.87
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,2097152,132.94,15.77,11.83
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,4194304,202.59,20.7,15.53
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,8388608,354.45,23.67,17.75
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,16777216,626.89,26.76,20.07
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,33554432,1164.71,28.81,21.61
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,67108864,2277.08,29.47,22.1
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,134217728,4551.97,29.49,22.11
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,268435456,9065.71,29.61,22.21
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,536870912,17855.6,30.07,22.55
nccl_alltoall_perf_np4_dual_rep3,alltoall,4,dual,3,IB,1073741824,35596.8,30.16,22.62
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,1024,22.9,0.04,0.03
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,2048,30.94,0.07,0.05
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,4096,26.95,0.15,0.11
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,8192,29.72,0.28,0.21
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,16384,24.79,0.66,0.5
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,32768,29.03,1.13,0.85
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,65536,37.82,1.73,1.3
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,131072,35.11,3.73,2.8
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,262144,48.23,5.44,4.08
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,524288,81.42,6.44,4.83
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,1048576,115.05,9.11,6.84
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,2097152,172.5,12.16,9.12
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,4194304,297.29,14.11,10.58
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,8388608,550.34,15.24,11.43
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,16777216,1088.06,15.42,11.56
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,33554432,2199.65,15.25,11.44
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,67108864,4215.81,15.92,11.94
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,134217728,8256.2,16.26,12.19
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,268435456,16473.0,16.3,12.22
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,536870912,32740.0,16.4,12.3
nccl_alltoall_perf_np4_single_rep1,alltoall,4,single,1,IB,1073741824,65033.9,16.51,12.38
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,1024,24.84,0.04,0.03
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,2048,30.68,0.07,0.05
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,4096,23.55,0.17,0.13
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,8192,23.54,0.35,0.26
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,16384,30.79,0.53,0.4
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,32768,22.65,1.45,1.09
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,65536,26.17,2.5,1.88
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,131072,39.63,3.31,2.48
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,262144,43.48,6.03,4.52
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,524288,67.6,7.76,5.82
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,1048576,103.12,10.17,7.63
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,2097152,173.82,12.06,9.05
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,4194304,309.78,13.54,10.15
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,8388608,559.53,14.99,11.24
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,16777216,1100.02,15.25,11.44
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,33554432,2109.24,15.91,11.93
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,67108864,4433.54,15.14,11.35
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,134217728,8386.38,16.0,12.0
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,268435456,16840.0,15.94,11.96
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,536870912,33006.4,16.27,12.2
nccl_alltoall_perf_np4_single_rep2,alltoall,4,single,2,IB,1073741824,65564.1,16.38,12.28
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,1024,27.29,0.04,0.03
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,2048,35.26,0.06,0.04
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,4096,25.26,0.16,0.12
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,8192,25.65,0.32,0.24
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,16384,24.2,0.68,0.51
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,32768,25.38,1.29,0.97
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,65536,34.87,1.88,1.41
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,131072,34.52,3.8,2.85
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,262144,49.5,5.3,3.97
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,524288,75.27,6.97,5.22
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,1048576,115.21,9.1,6.83
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,2097152,171.73,12.21,9.16
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,4194304,292.98,14.32,10.74
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,8388608,550.18,15.25,11.44
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,16777216,1132.45,14.81,11.11
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,33554432,2117.33,15.85,11.89
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,67108864,4240.32,15.83,11.87
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,134217728,8370.59,16.03,12.03
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,268435456,16579.9,16.19,12.14
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,536870912,32974.2,16.28,12.21
nccl_alltoall_perf_np4_single_rep3,alltoall,4,single,3,IB,1073741824,65188.7,16.47,12.35
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,1024,348.06,0.0,0.0
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,2048,362.95,0.01,0.0
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,4096,344.47,0.01,0.01
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,8192,306.73,0.03,0.02
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,16384,340.56,0.05,0.04
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,32768,373.19,0.09,0.07
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,65536,292.76,0.22,0.17
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,131072,349.49,0.38,0.28
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,262144,374.64,0.7,0.52
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,524288,424.27,1.24,0.93
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,1048576,620.44,1.69,1.27
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,2097152,1001.65,2.09,1.57
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,4194304,1836.21,2.28,1.71
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,8388608,3435.82,2.44,1.83
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,16777216,6750.65,2.49,1.86
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,33554432,13439.8,2.5,1.87
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,67108864,27062.2,2.48,1.86
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,134217728,48426.9,2.77,2.08
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,268435456,97002.3,2.77,2.08
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,536870912,194078.0,2.77,2.07
nccl_alltoall_perf_np4_tcp_rep1,alltoall,4,tcp,1,Socket,1073741824,388895.0,2.76,2.07
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,1024,330.7,0.0,0.0
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,2048,357.22,0.01,0.0
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,4096,340.18,0.01,0.01
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,8192,363.99,0.02,0.02
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,16384,358.24,0.05,0.03
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,32768,332.69,0.1,0.07
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,65536,391.04,0.17,0.13
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,131072,381.71,0.34,0.26
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,262144,412.7,0.64,0.48
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,524288,429.91,1.22,0.91
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,1048576,569.03,1.84,1.38
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,2097152,991.55,2.12,1.59
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,4194304,1830.16,2.29,1.72
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,8388608,3417.78,2.45,1.84
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,16777216,6702.02,2.5,1.88
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,33554432,13269.3,2.53,1.9
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,67108864,26519.6,2.53,1.9
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,134217728,53054.1,2.53,1.9
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,268435456,106236.0,2.53,1.9
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,536870912,213314.0,2.52,1.89
nccl_alltoall_perf_np4_tcp_rep2,alltoall,4,tcp,2,Socket,1073741824,423815.0,2.53,1.9
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,1024,322.36,0.0,0.0
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,2048,315.81,0.01,0.0
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,4096,313.48,0.01,0.01
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,8192,299.81,0.03,0.02
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,16384,333.27,0.05,0.04
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,32768,320.15,0.1,0.08
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,65536,294.32,0.22,0.17
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,131072,222.95,0.59,0.44
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,262144,316.7,0.83,0.62
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,524288,374.31,1.4,1.05
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,1048576,560.67,1.87,1.4
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,2097152,953.49,2.2,1.65
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,4194304,1814.52,2.31,1.73
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,8388608,3064.98,2.74,2.05
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,16777216,6276.57,2.67,2.0
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,33554432,12154.3,2.76,2.07
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,67108864,24299.1,2.76,2.07
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,134217728,48021.6,2.79,2.1
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,268435456,96087.6,2.79,2.1
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,536870912,193648.0,2.77,2.08
nccl_alltoall_perf_np4_tcp_rep3,alltoall,4,tcp,3,Socket,1073741824,380260.0,2.82,2.12
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,1024,26.37,0.04,0.04
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,2048,34.37,0.06,0.06
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,4096,26.34,0.16,0.16
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,8192,27.34,0.3,0.3
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,16384,28.88,0.57,0.57
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,32768,31.19,1.05,1.05
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,65536,38.26,1.71,1.71
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,131072,55.97,2.34,2.34
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,262144,62.89,4.17,4.17
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,524288,78.16,6.71,6.71
