label,concurrency,itl_roce,itl_tcp,itl_penalty_x,tps_roce,tps_tcp,tps_ratio
l70_tp4,1,166.91961279138923,333.3746819989756,2.0,5.832888514294528,2.9998177028853465,1.94
l70_tp4,8,191.056227311492,506.8588249996537,2.65,38.74107902425474,15.502547848679995,2.5
l70_tp4,32,242.85369971767068,831.859104000614,3.43,122.65143335634806,38.83829350268391,3.16
q30_tp4,1,15.1131919992622,84.62789899203926,5.6,64.6301137693253,11.53700887923564,5.6
q30_tp4,8,19.176648998836757,120.6405220000306,6.29,400.14524428800536,66.00811079754689,6.06
q30_tp4,32,26.281346999894595,185.8525610005017,7.07,1192.006859732454,174.86491210335336,6.82
